Country Name,Country Code,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
American Samoa,ASM,East Asia & Pacific,Upper middle income,1962,,,,,,,,,106.27,
American Samoa,ASM,East Asia & Pacific,Upper middle income,1961,,,,,,,,,103.01,
American Samoa,ASM,East Asia & Pacific,Upper middle income,1960,,,,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2018,,,,3236540000.00,42029.80,,2.70,,163.84,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2017,,,,3013390000.00,39134.40,91.57,2.80,,163.83,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2016,8.80,4.30,,2877310000.00,37224.10,97.93,3.00,,164.46,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2015,,,,2811490000.00,36039.70,96.91,3.10,,165.98,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2014,,,,3350740000.00,42300.30,95.90,3.20,,168.54,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2013,,,,3281590000.00,40626.80,94.00,3.40,,171.86,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2012,9.50,3.90,,3164620000.00,38392.90,86.43,3.60,,175.38,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2011,,,,3442060000.00,41100.70,81.00,3.70,,178.19,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2010,9.80,2.80,,3355700000.00,39736.40,81.00,3.90,,179.68,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2009,9.90,3.20,,3660530000.00,43338.90,78.53,4.10,,179.71,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2008,10.40,2.80,,4007350000.00,47785.10,70.04,4.30,,178.43,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2007,10.10,2.80,,4016970000.00,48582.20,70.87,4.50,,175.92,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2006,10.60,3.30,,3543260000.00,43747.70,48.94,4.70,,172.33,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2005,10.70,3.60,,3255790000.00,41282.00,37.61,4.90,,167.80,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2004,10.90,3.80,,2935660000.00,38503.50,26.84,5.10,,162.22,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2003,10.30,,,2398650000.00,32776.40,13.55,5.30,,155.71,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2002,11.20,,,1733120000.00,24741.50,11.26,5.50,,149.04,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2001,11.80,,,1496910000.00,22228.80,,5.70,,143.28,
Andorra,AND,Europe & Central Asia,High income: nonOECD,2000,11.30,,,1434430000.00,21936.50,10.54,5.90,,139.13,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1999,12.60,,,1239880000.00,19261.70,7.64,6.20,,136.96,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1998,11.90,,,1211930000.00,18894.50,6.89,6.40,,136.47,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1997,11.20,,,1180600000.00,18353.10,3.05,6.70,,136.87,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1996,10.90,,,1223950000.00,19017.20,1.53,7.00,,136.94,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1995,11.00,,,1178740000.00,18461.10,,7.30,,135.85,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1994,10.90,,,1017550000.00,16234.80,,7.70,,133.36,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1993,11.40,,,1007030000.00,16516.50,,8.10,,129.73,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1992,12.10,,,1210010000.00,20547.70,,8.50,,125.29,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1991,11.90,,,1106930000.00,19532.50,,8.90,,120.58,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1990,11.90,,,1029050000.00,18878.50,0.00,9.40,,115.98,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1989,12.50,,,795449000.00,15166.40,,9.90,,111.59,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1988,11.60,,,721426000.00,14304.40,,10.40,,107.31,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1987,11.00,,,611316000.00,12616.20,,11.00,,103.10,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1986,11.90,,,482001000.00,10361.80,,11.60,,98.97,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1985,,,,346738000.00,7774.39,,12.20,,94.89,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1984,,,,330071000.00,7728.91,,,,90.86,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1983,,,,327862000.00,8022.65,,,,86.95,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1982,,,,375896000.00,9610.27,,,,83.22,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1981,,,,388959000.00,10372.20,,,,79.79,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1980,,,,446416000.00,12377.40,,,,76.74,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1979,,,,411578000.00,11820.80,,,,74.08,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1978,,,,308009000.00,9129.71,,,,71.78,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1977,,,,254020000.00,7751.37,,,,69.73,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1976,,,,227281000.00,7152.38,,,,67.61,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1975,,,,220127000.00,7169.10,,,,65.33,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1974,,,,186559000.00,6319.74,,,,62.81,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1973,,,,150820000.00,5342.17,,,,60.07,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1972,,,,113408000.00,4217.17,,,,57.22,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1971,,,,89409800.00,3498.17,,,,54.38,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1970,,,,78619200.00,3238.56,,,,51.65,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1969,,,,,,,,,49.06,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1968,,,,,,,,,46.57,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1967,,,,,,,,,44.17,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1966,,,,,,,,,41.80,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1965,,,,,,,,,39.47,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1964,,,,,,,,,37.17,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1963,,,,,,,,,34.92,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1962,,,,,,,,,32.70,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1961,,,,,,,,,30.59,
Andorra,AND,Europe & Central Asia,High income: nonOECD,1960,,,,,,,,,,
Angola,AGO,Sub-Saharan Africa,Upper middle income,2018,,,,106000000000.00,3432.39,,51.60,,24.71,7.25
Angola,AGO,Sub-Saharan Africa,Upper middle income,2017,41.28,8.43,,122000000000.00,4095.81,14.34,53.40,60.38,23.92,7.14
Angola,AGO,Sub-Saharan Africa,Upper middle income,2016,41.88,8.72,,101000000000.00,3506.07,13.00,55.50,59.93,23.14,7.28
Angola,AGO,Sub-Saharan Africa,Upper middle income,2015,42.52,9.05,,116000000000.00,4166.98,12.40,57.80,59.40,22.37,7.28
Angola,AGO,Sub-Saharan Africa,Upper middle income,2014,43.18,9.45,312.23,146000000000.00,5408.41,21.40,60.50,58.78,21.61,7.43
Angola,AGO,Sub-Saharan Africa,Upper middle income,2013,43.85,9.92,280.22,137000000000.00,5254.88,8.90,63.60,58.05,20.87,7.45
Angola,AGO,Sub-Saharan Africa,Upper middle income,2012,44.49,10.45,219.25,128000000000.00,5100.10,6.50,67.30,57.24,20.14,7.36
Angola,AGO,Sub-Saharan Africa,Upper middle income,2011,45.10,11.04,207.01,112000000000.00,4615.47,3.10,71.50,56.33,19.43,7.36
Angola,AGO,Sub-Saharan Africa,Upper middle income,2010,45.66,11.68,206.45,83799500000.00,3587.88,2.80,76.00,55.35,18.73,9.09
Angola,AGO,Sub-Saharan Africa,Upper middle income,2009,46.14,12.37,189.26,70307200000.00,3122.78,2.30,80.70,54.31,18.06,10.61
Angola,AGO,Sub-Saharan Africa,Upper middle income,2008,46.56,13.09,172.39,88538600000.00,4080.94,1.90,85.80,53.24,17.40,12.04
Angola,AGO,Sub-Saharan Africa,Upper middle income,2007,46.92,13.82,133.27,65266500000.00,3122.00,1.70,91.00,52.18,16.77,14.63
Angola,AGO,Sub-Saharan Africa,Upper middle income,2006,47.22,14.54,144.72,52381000000.00,2599.57,1.50,96.20,51.14,16.16,17.67
Angola,AGO,Sub-Saharan Africa,Upper middle income,2005,47.45,15.24,109.30,36970900000.00,1902.42,1.14,101.30,50.17,15.59,20.53
Angola,AGO,Sub-Saharan Africa,Upper middle income,2004,47.64,15.90,87.54,23552100000.00,1255.56,0.46,106.20,49.26,15.05,23.64
Angola,AGO,Sub-Saharan Africa,Upper middle income,2003,47.79,16.52,95.85,17812700000.00,982.96,0.37,110.80,48.44,14.54,23.93
Angola,AGO,Sub-Saharan Africa,Upper middle income,2002,47.91,17.09,86.02,15285600000.00,872.49,0.27,115.10,47.70,14.05,23.90
Angola,AGO,Sub-Saharan Africa,Upper middle income,2001,48.03,17.60,82.62,8936060000.00,527.33,0.14,118.90,47.06,13.59,23.12
Angola,AGO,Sub-Saharan Africa,Upper middle income,2000,48.15,18.04,75.26,9129590000.00,556.84,0.11,122.20,46.52,13.15,22.89
Angola,AGO,Sub-Saharan Africa,Upper middle income,1999,48.29,18.40,71.91,6152920000.00,387.78,0.07,125.10,46.09,12.73,20.90
Angola,AGO,Sub-Saharan Africa,Upper middle income,1998,48.46,18.71,73.31,6506230000.00,423.59,0.02,127.50,45.76,12.32,20.44
Angola,AGO,Sub-Saharan Africa,Upper middle income,1997,48.65,18.95,69.33,7648380000.00,514.30,0.01,129.50,45.52,11.93,21.47
Angola,AGO,Sub-Saharan Africa,Upper middle income,1996,48.87,19.15,51.11,7526450000.00,522.64,0.00,130.80,45.35,11.55,20.07
Angola,AGO,Sub-Saharan Africa,Upper middle income,1995,49.11,19.29,49.26,5538750000.00,397.18,,131.70,45.25,11.19,21.15
Angola,AGO,Sub-Saharan Africa,Upper middle income,1994,49.38,19.40,50.65,4438320000.00,328.67,,132.10,45.20,10.83,21.16
Angola,AGO,Sub-Saharan Africa,Upper middle income,1993,49.65,19.46,52.01,5768720000.00,441.20,,132.20,45.20,10.49,21.25
Angola,AGO,Sub-Saharan Africa,Upper middle income,1992,49.92,19.51,53.49,8307810000.00,656.36,,132.10,45.23,10.15,20.93
Angola,AGO,Sub-Saharan Africa,Upper middle income,1991,50.17,19.53,54.45,10603800000.00,865.69,,132.10,45.27,9.83,22.60
Angola,AGO,Sub-Saharan Africa,Upper middle income,1990,50.38,19.56,53.17,11228800000.00,947.70,0.00,132.00,45.31,9.50,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1989,50.55,19.58,53.60,10201100000.00,890.55,,131.90,45.32,9.19,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1988,50.66,19.61,55.20,8769250000.00,792.30,,132.00,45.32,8.88,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1987,50.71,19.65,56.79,8083870000.00,756.26,,132.40,45.28,8.57,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1986,50.71,19.71,58.53,7072060000.00,685.27,,132.90,45.21,8.28,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1985,50.66,19.79,60.63,7553560000.00,758.24,,133.60,45.11,7.99,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1984,50.57,19.89,52.21,6131480000.00,637.72,,134.70,44.97,7.71,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1983,50.45,20.01,63.27,5784340000.00,623.44,,135.90,44.80,7.44,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1982,50.32,20.15,60.32,5550480000.00,619.96,,137.30,44.61,7.18,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1981,50.21,20.30,58.56,5550480000.00,642.38,,139.20,44.40,6.93,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1980,50.13,20.47,60.66,5930500000.00,710.98,,140.70,44.18,6.69,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1979,50.14,20.65,58.57,,,,,43.93,6.46,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1978,50.23,20.84,56.35,,,,,43.66,6.25,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1977,50.39,21.05,58.27,,,,,43.37,6.04,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1976,50.60,21.28,60.31,,,,,43.05,5.84,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1975,50.83,21.55,139.38,,,,,42.72,5.63,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1974,51.01,21.89,136.36,,,,,42.37,5.42,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1973,51.09,22.30,113.59,,,,,42.02,5.21,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1972,51.06,22.78,100.50,,,,,41.65,5.01,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1971,50.90,23.31,92.04,,,,,41.28,4.85,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1970,50.62,23.87,,,,,,40.91,4.72,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1969,50.23,24.42,,,,,,40.55,4.65,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1968,49.79,24.92,,,,,,40.18,4.63,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1967,49.34,25.34,,,,,,39.81,4.63,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1966,48.94,25.69,,,,,,39.45,4.64,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1965,48.62,25.97,,,,,,39.10,4.63,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1964,48.45,26.19,,,,,,38.76,4.60,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1963,48.43,26.41,,,,,,38.43,4.56,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1962,48.55,26.63,,,,,,38.11,4.50,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1961,48.78,26.86,,,,,,37.81,4.44,
Angola,AGO,Sub-Saharan Africa,Upper middle income,1960,49.08,27.10,,,,,,37.52,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2018,,,,1623800000.00,16864.40,,5.00,,218.83,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2017,15.53,6.32,,1510080000.00,15824.70,76.00,5.20,76.75,216.88,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2016,15.72,6.27,,1464630000.00,15494.30,73.00,5.40,76.62,214.83,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2015,15.88,6.23,,1359190000.00,14526.60,70.00,5.70,76.48,212.65,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2014,16.03,6.19,,1275580000.00,13780.80,67.78,6.00,76.35,210.37,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2013,16.15,6.15,,1192920000.00,13035.10,63.40,6.30,76.22,207.99,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2012,16.27,6.12,,1211410000.00,13399.20,58.00,6.70,76.09,205.48,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2011,16.40,6.09,,1142040000.00,12795.60,52.00,7.20,75.96,202.85,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2010,16.55,6.06,,1152470000.00,13092.10,47.00,7.70,75.82,200.06,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2009,16.75,6.03,,1224252999.00,14113.10,42.00,8.20,75.68,197.15,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2008,17.01,6.00,,1368430000.00,16024.30,38.00,8.70,75.54,194.08,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2007,17.34,5.98,,1311400000.00,15607.10,34.00,9.20,75.38,190.97,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2006,17.72,5.96,,1157010000.00,13989.70,30.00,9.70,75.20,187.96,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2005,18.14,5.96,,1022190000.00,12547.60,27.00,10.20,75.02,185.15,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2004,18.57,5.97,,919577000.00,11446.60,24.27,10.80,74.82,182.58,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2003,18.98,6.00,,855643000.00,10790.00,17.23,11.30,74.61,180.23,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2002,19.34,6.05,,814615000.00,10404.40,12.50,11.90,74.40,177.94,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2001,19.64,6.12,,800740000.00,10370.70,8.90,12.50,74.17,175.48,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,2000,19.84,6.22,,830159000.00,10920.80,6.48,13.10,73.94,172.76,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1999,19.94,6.33,,766199000.00,10260.60,5.30,13.90,73.71,169.71,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1998,19.95,6.45,,727861000.00,9940.19,4.07,14.70,73.47,166.42,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1997,19.88,6.58,,680617000.00,9492.04,3.48,15.50,73.22,162.96,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1996,19.74,6.71,,633731000.00,9030.98,2.86,16.40,72.98,159.48,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1995,19.56,6.83,,577281000.00,8406.59,2.20,17.40,72.73,156.07,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1994,19.34,6.92,,589430000.00,8770.75,,18.50,72.49,152.74,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1993,19.13,6.98,,535173000.00,8136.17,,19.60,72.25,149.49,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1992,18.94,7.01,,499281000.00,7744.27,,20.90,72.01,146.53,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1991,18.78,7.01,,481706000.00,7601.85,,22.20,71.77,144.02,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1990,18.66,6.98,,459469000.00,7348.21,0.00,23.60,71.52,142.11,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1989,18.59,6.93,,438795000.00,7076.42,,25.10,71.27,140.93,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1988,18.55,6.87,,398638000.00,6453.48,,26.70,71.00,140.39,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1987,18.53,6.82,,337175000.00,5463.24,,28.50,70.73,140.27,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1986,18.54,6.77,,290440000.00,4703.18,,30.30,70.44,140.35,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1985,18.53,6.73,,240924000.00,3899.33,,32.40,70.14,140.42,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1984,18.47,6.70,,208373000.00,3372.49,,,69.82,140.42,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1983,18.37,6.69,,182144000.00,2947.94,,,69.49,140.43,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1982,18.23,6.68,,164369000.00,2660.60,,,69.16,140.41,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1981,18.10,6.68,,147842000.00,2392.26,,,68.82,140.46,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1980,18.05,6.70,,131431000.00,2124.48,,,68.48,140.60,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1979,18.17,6.72,,109080000.00,1760.72,,,68.15,140.80,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1978,18.53,6.76,,87879300.00,1416.59,,,67.84,140.99,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1977,19.14,6.81,,77496800.00,1246.75,,,67.53,141.27,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1976,20.01,6.88,,,,,,67.24,141.74,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1975,21.10,6.95,,,,,,66.98,142.44,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1974,22.35,7.02,,,,,,66.73,143.46,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1973,23.66,7.09,,,,,,66.50,144.66,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1972,24.95,7.16,,,,,,66.28,145.76,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1971,26.15,7.24,,,,,,66.07,146.27,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1970,27.23,7.33,,,,,,65.85,145.86,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1969,28.16,7.44,,,,,,65.62,144.43,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1968,28.98,7.58,,,,,,65.36,142.09,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1967,29.70,7.76,,,,,,65.08,139.18,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1966,30.32,7.98,,,,,,64.76,136.17,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1965,30.86,8.23,,,,,,64.40,133.41,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1964,31.33,8.50,,,,,,63.99,131.00,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1963,31.75,8.78,,,,,,63.54,128.87,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1962,32.14,9.07,,,,,,63.05,126.91,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1961,32.50,9.36,,,,,,62.52,125.00,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,1960,32.83,9.64,,,,,,61.97,,
Argentina,ARG,Latin America & Caribbean,High income: nonOECD,2018,,,,518000000000.00,11652.60,,8.80,,16.26,9.48
Argentina,ARG,Latin America & Caribbean,High income: nonOECD,2017,17.21,7.62,,643000000000.00,14591.90,74.29,9.30,76.37,16.09,8.35
